category_class	label	harrisons_view	matrix_txgnn_grouping	mondo_top_grouping
MONDO:0003165	cerebellar astrocytoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
MONDO:0003168	cerebellar pilocytic astrocytoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
MONDO:0003169	diencephalic astrocytomas	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
MONDO:0003170	gliofibroma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003171	pineal gland astrocytoma	endocrine_system_disorder|cancer_or_benign_tumor	endocrine_system_disorder|cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor|endocrine_system_disorder
MONDO:0003172	glomeruloid hemangioma	cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|cardiovascular_disorder
MONDO:0003173	brain stem astrocytic neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003174	spinal cord astrocytoma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003175	salivary gland adenoid cystic carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	digestive_system_disorder|mouth_disorder|cancer_or_benign_tumor
MONDO:0003177	prostate adenoid cystic carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	reproductive_system_disorder|cancer_or_benign_tumor
MONDO:0003180	cutaneous adenocystic carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|integumentary_system_disorder
MONDO:0003181	lung adenoid cystic carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	respiratory_system_disorder|cancer_or_benign_tumor
MONDO:0003182	anterior horn disorder	other	other	nervous_system_disorder
MONDO:0003184	trachea carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	respiratory_system_disorder|cancer_or_benign_tumor
MONDO:0003185	adenoid cystic breast carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	breast_disorder|cancer_or_benign_tumor|integumentary_system_disorder
MONDO:0003186	esophageal adenoid cystic carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	digestive_system_disorder|upper_digestive_tract_disorder|cancer_or_benign_tumor
MONDO:0003187	Bartholin gland adenoid cystic carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	reproductive_system_disorder|cancer_or_benign_tumor|integumentary_system_disorder
MONDO:0003189	middle ear adenocarcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	otorhinolaryngologic_disease|nervous_system_disorder|cancer_or_benign_tumor|auditory_system_disorder
MONDO:0003190	middle ear carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|otorhinolaryngologic_disease|auditory_system_disorder|cancer_or_benign_tumor
MONDO:0003191	rete ovarii adenocarcinoma	cancer_or_benign_tumor|endocrine_system_disorder	endocrine_system_disorder|cancer_or_benign_tumor	reproductive_system_disorder|endocrine_system_disorder|cancer_or_benign_tumor
MONDO:0003192	rete ovarii neoplasm	cancer_or_benign_tumor|endocrine_system_disorder	endocrine_system_disorder|cancer_or_benign_tumor	reproductive_system_disorder|endocrine_system_disorder|cancer_or_benign_tumor
MONDO:0003193	bile duct adenocarcinoma	cancer_or_benign_tumor|endocrine_system_disorder	endocrine_system_disorder|cancer_or_benign_tumor	endocrine_system_disorder|cancer_or_benign_tumor|digestive_system_disorder
MONDO:0003194	hemangioma of lung	cancer_or_benign_tumor	cancer_or_benign_tumor|cardiovascular_disorder	respiratory_system_disorder|cardiovascular_disorder|cancer_or_benign_tumor
MONDO:0003195	peritoneal serous adenocarcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0003196	appendix carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|digestive_system_disorder
MONDO:0003197	granular cell carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003198	small intestine adenocarcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|digestive_system_disorder
MONDO:0003199	anal carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|digestive_system_disorder
MONDO:0003200	urethra adenocarcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	urinary_system_disorder|cancer_or_benign_tumor
MONDO:0003202	pituitary gland basophilic carcinoma	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder	endocrine_system_disorder|reproductive_system_disorder|nervous_system_disorder|musculoskeletal_system_disorder|cancer_or_benign_tumor|connective_tissue_disorder
MONDO:0003204	villous adenocarcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0003205	renal pelvis adenocarcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	urinary_system_disorder|cancer_or_benign_tumor
MONDO:0003206	acquired hemangioma	cancer_or_benign_tumor	cancer_or_benign_tumor|cardiovascular_disorder	cardiovascular_disorder|cancer_or_benign_tumor
MONDO:0003208	breast secretory carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	integumentary_system_disorder|cancer_or_benign_tumor|breast_disorder
MONDO:0003209	thymus gland adenocarcinoma	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder	endocrine_system_disorder|immune_system_disorder|hematologic_disorder|cancer_or_benign_tumor
MONDO:0003210	intrahepatic cholangiocarcinoma	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|digestive_system_disorder|endocrine_system_disorder
MONDO:0003211	nasal cavity adenocarcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|respiratory_system_disorder|otorhinolaryngologic_disease|nervous_system_disorder
MONDO:0003212	nasal cavity carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|respiratory_system_disorder|otorhinolaryngologic_disease|nervous_system_disorder
MONDO:0003214	apocrine adenocarcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|integumentary_system_disorder
MONDO:0003215	apocrine sweat gland cancer	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|integumentary_system_disorder
MONDO:0003216	ureter adenocarcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|urinary_system_disorder
MONDO:0003218	adenocarcinoma in situ	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0003219	gastroesophageal junction adenocarcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|digestive_system_disorder
MONDO:0003220	gallbladder carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|digestive_system_disorder
MONDO:0003222	central nervous system melanocytic neoplasm	cancer_or_benign_tumor|disorder_of_development_or_morphogenesis	cancer_or_benign_tumor	cancer_or_benign_tumor|disorder_of_development_or_morphogenesis|nervous_system_disorder
MONDO:0003223	meninges hemangiopericytoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
MONDO:0003225	bone marrow disorder	other	other	hematologic_disorder|musculoskeletal_system_disorder|immune_system_disorder
MONDO:0003227	prosopagnosia	other	psychiatric_disorder	psychiatric_disorder|nervous_system_disorder
MONDO:0003231	acute nonparalytic poliomyelitis	inflammatory_disease	infectious_disease|neurodegenerative_disease	infectious_disease|acute_disease|inflammatory_disease|nervous_system_disorder
MONDO:0003232	alcoholic pancreatitis	endocrine_system_disorder|inflammatory_disease	endocrine_system_disorder|psychiatric_disorder	digestive_system_disorder|psychiatric_disorder|inflammatory_disease|endocrine_system_disorder
MONDO:0003233	essential tremor	hereditary_disease	other	hereditary_disease|nervous_system_disorder
MONDO:0003234	optic nerve astrocytoma	cancer_or_benign_tumor	cancer_or_benign_tumor|psychiatric_disorder	cancer_or_benign_tumor|nervous_system_disorder|disorder_of_visual_system|psychiatric_disorder
MONDO:0003235	optic nerve glioma	cancer_or_benign_tumor	cancer_or_benign_tumor|psychiatric_disorder	cancer_or_benign_tumor|nervous_system_disorder|disorder_of_visual_system|psychiatric_disorder
MONDO:0003236	atypical polypoid adenomyoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|reproductive_system_disorder
MONDO:0003237	adenomyoma of uterine corpus	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|reproductive_system_disorder
MONDO:0003238	cervical adenomyoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|reproductive_system_disorder
MONDO:0003240	thyroid gland disorder	endocrine_system_disorder	endocrine_system_disorder	endocrine_system_disorder
MONDO:0003241	central nervous system hemangioma	cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder|cardiovascular_disorder
MONDO:0003243	hepatocellular clear cell carcinoma	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder|digestive_system_disorder
MONDO:0003244	central nervous system mesenchymal non-meningothelial tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0003245	aflatoxin-related hepatocellular carcinoma	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder|digestive_system_disorder
MONDO:0003246	sclerosing hepatic carcinoma	endocrine_system_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|endocrine_system_disorder|digestive_system_disorder
MONDO:0003248	adult pineal parenchymal tumor	endocrine_system_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|nervous_system_disorder|endocrine_system_disorder
MONDO:0003249	pineal gland cancer	endocrine_system_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|endocrine_system_disorder	cancer_or_benign_tumor|nervous_system_disorder|endocrine_system_disorder
MONDO:0003250	benign granular cell tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
MONDO:0003251	esophageal granular cell tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	upper_digestive_tract_disorder|cancer_or_benign_tumor|nervous_system_disorder|digestive_system_disorder
MONDO:0003252	granular cell cancer	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
MONDO:0003253	vulvar granular cell tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	reproductive_system_disorder|cancer_or_benign_tumor|nervous_system_disorder
MONDO:0003254	cardiac granular cell neoplasm	cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder|cardiovascular_disorder
MONDO:0003255	mediastinal granular cell myoblastoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|nervous_system_disorder
MONDO:0003256	neurohypophysis granular cell tumor	endocrine_system_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|endocrine_system_disorder	connective_tissue_disorder|reproductive_system_disorder|musculoskeletal_system_disorder|cancer_or_benign_tumor|nervous_system_disorder|endocrine_system_disorder
MONDO:0003257	posterior pituitary gland neoplasm	endocrine_system_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|endocrine_system_disorder	connective_tissue_disorder|reproductive_system_disorder|musculoskeletal_system_disorder|cancer_or_benign_tumor|nervous_system_disorder|endocrine_system_disorder
MONDO:0003258	hobnail hemangioma	cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor	cardiovascular_disorder|cancer_or_benign_tumor
MONDO:0003260	adult cerebellar neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003261	papillary meningioma of the cerebellum	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003262	rhabdoid meningioma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003263	childhood cerebellar neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003264	basosquamous carcinoma	cancer_or_benign_tumor	cancer_or_benign_tumor	integumentary_system_disorder|cancer_or_benign_tumor
MONDO:0003265	adjustment disorder	other	psychiatric_disorder	nervous_system_disorder|psychiatric_disorder
MONDO:0003266	ependymal tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003268	mixed glioma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor
MONDO:0003271	iodine hypothyroidism	endocrine_system_disorder	endocrine_system_disorder	endocrine_system_disorder
MONDO:0003272	mixed epithelial stromal tumor	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0003273	sternum cancer	cancer_or_benign_tumor	cancer_or_benign_tumor	connective_tissue_disorder|musculoskeletal_system_disorder|cancer_or_benign_tumor
MONDO:0003274	thoracic cancer	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor
MONDO:0003275	middle ear cancer	cancer_or_benign_tumor	cancer_or_benign_tumor	auditory_system_disorder|nervous_system_disorder|cancer_or_benign_tumor|otorhinolaryngologic_disease
MONDO:0003276	middle ear disorder	other	other	auditory_system_disorder|otorhinolaryngologic_disease
MONDO:0003277	malignant ear neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|cancer_or_benign_tumor|otorhinolaryngologic_disease
MONDO:0003278	inner ear cancer	cancer_or_benign_tumor	cancer_or_benign_tumor	auditory_system_disorder|nervous_system_disorder|cancer_or_benign_tumor|otorhinolaryngologic_disease
MONDO:0003279	testicular infarct	endocrine_system_disorder	endocrine_system_disorder	endocrine_system_disorder|reproductive_system_disorder
MONDO:0003281	ovarian cystic teratoma	endocrine_system_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|endocrine_system_disorder	endocrine_system_disorder|reproductive_system_disorder|cancer_or_benign_tumor
MONDO:0003282	ovarian cyst	endocrine_system_disorder	endocrine_system_disorder	endocrine_system_disorder|reproductive_system_disorder
MONDO:0003283	epididymal neoplasm	cancer_or_benign_tumor	cancer_or_benign_tumor	reproductive_system_disorder|cancer_or_benign_tumor
MONDO:0003284	mediastinum leiomyoma	cancer_or_benign_tumor	cancer_or_benign_tumor	cancer_or_benign_tumor|musculoskeletal_system_disorder
MONDO:0003285	fallopian tube leiomyoma	cancer_or_benign_tumor	cancer_or_benign_tumor	reproductive_system_disorder|cancer_or_benign_tumor|musculoskeletal_system_disorder
MONDO:0003286	extrahepatic bile duct leiomyoma	endocrine_system_disorder|cancer_or_benign_tumor	cancer_or_benign_tumor|endocrine_system_disorder	endocrine_system_disorder|digestive_system_disorder|musculoskeletal_system_disorder|cancer_or_benign_tumor
MONDO:0003287	central nervous system leiomyoma	cancer_or_benign_tumor	cancer_or_benign_tumor	nervous_system_disorder|musculoskeletal_system_disorder|cancer_or_benign_tumor
MONDO:0003288	bizarre leiomyoma	cancer_or_benign_tumor	cancer_or_benign_tumor	musculoskeletal_system_disorder|cancer_or_benign_tumor
MONDO:0003289	deep leiomyoma	cancer_or_benign_tumor	cancer_or_benign_tumor	musculoskeletal_system_disorder|cancer_or_benign_tumor
MONDO:0003290	simple partial epilepsy	other	other	nervous_system_disorder
MONDO:0003291	leiomyoma cutis	cancer_or_benign_tumor	cancer_or_benign_tumor	integumentary_system_disorder|musculoskeletal_system_disorder|cancer_or_benign_tumor
MONDO:0003292	anus leiomyoma	cancer_or_benign_tumor	cancer_or_benign_tumor	digestive_system_disorder|musculoskeletal_system_disorder|cancer_or_benign_tumor
MONDO:0003293	lung leiomyoma	cancer_or_benign_tumor	cancer_or_benign_tumor	respiratory_system_disorder|musculoskeletal_system_disorder|cancer_or_benign_tumor
MONDO:0003294	pericardium leiomyoma	cancer_or_benign_tumor	cancer_or_benign_tumor|cardiovascular_disorder	cardiovascular_disorder|musculoskeletal_system_disorder|cancer_or_benign_tumor
MONDO:0003295	leiomyomatosis	cancer_or_benign_tumor	cancer_or_benign_tumor	musculoskeletal_system_disorder|cancer_or_benign_tumor
MONDO:0003296	cellular leiomyoma	cancer_or_benign_tumor	cancer_or_benign_tumor	musculoskeletal_system_disorder|cancer_or_benign_tumor
