category_class	label	definition	synonyms	subsets	crossreferences
MONDO:0002481	ovarian neuroendocrine neoplasm	An epithelial neoplasm with neuroendocrine differentiation that arises from the ovary. It includes carcinoid tumor, small cell carcinoma pulmonary type, and large cell neuroendocrine carcinoma.	neuroendocrine neoplasm of ovary; neuroendocrine neoplasm of the ovary; ovary neuroendocrine tumour; ovary neuroendocrine neoplasm; ovarian neuroendocrine neoplasm; ovary neuroendocrine tumor, well differentiated, low or intermediate grade; neuroendocrine tumor of ovary; neuroendocrine tumour of ovary; ovary neuroendocrine tumor; ovary NET	mondo:rare; mondo:gard_rare	MEDGEN:277459; DOID:3002; UMLS:C1335172; NCIT:C5237
MONDO:0021068	ovarian neoplasm	A benign, borderline, or malignant neoplasm involving the ovary.	ovarian tumors; tumor of ovary; tumour of the ovary; neoplasm of the ovary; tumor of the ovary; ovary neoplasm; neoplasm of ovary; ovary tumor; ovarian tumor; ovarian tumours; tumour of ovary; ovarian tumour; ovary neoplasm (disease); ovary tumour; ovarian neoplasm	mondo:otar	ICD9:239.5; EFO:0003893; NCIT:C4984; UMLS:C0919267; SCTID:123843001; MEDGEN:181539
MONDO:0003756	ovarian mucinous neoplasm	A benign, borderline, or malignant epithelial tumor of the ovary characterized by the presence of neoplastic epithelial cells that contain intracytoplasmic mucin and may resemble the epithelial cells of the endocervix or gastrointestinal tract.	ovarian mucinous neoplasm; mucinous tumor of the ovary; mucinous neoplasm of ovary; mucinous tumour of the ovary; mucinous neoplasm of the ovary; mucinous tumour of ovary; ovarian mucinous tumor; mucinous tumor of ovary; ovarian mucinous tumour	mondo:otar	NCIT:C5242; DOID:6067; UMLS:C1335168; MEDGEN:235419
MONDO:0003887	ovarian mucinous adenofibroma	A benign neoplasm of the ovary characterized by the presence of glands with mucinous columnar epithelial cells in a fibrotic stroma.	mucinous adenofibroma of ovary; ovary mucinous adenofibroma; ovarian mucinous adenofibroma		MEDGEN:309511; DOID:6469; UMLS:C1518723; NCIT:C40040
MONDO:0003331	ovarian monodermal teratoma	A teratoma that arises from the ovary and is characterized by the presence of tissues derived exclusively from one embryonic germ cell layer.	monodermal teratoma (morphologic abnormality); ovarian monodermal teratoma; monodermal teratoma	mondo:gard_rare; mondo:rare	UMLS:C1302569; DOID:5207; NCIT:C7286; MEDGEN:266265
MONDO:0002372	ovarian monodermal and highly specialized teratoma	A teratoma of the ovary composed exclusively or predominantly of a single type of tissue derived from the ectoderm or endoderm. A representative example is struma ovarii which is a teratoma composed exclusively or predominantly of thyroid tissue.	ovarian germ cell monodermal and highly specialized teratoma; ovarian germ cell monodermal and highly specialised teratoma; ovarian monodermal and highly specialized teratoma	mondo:gard_rare; mondo:rare	DOID:2641; NCIT:C8113; UMLS:C0280134; MEDGEN:83601
MONDO:0023283	ovarian granulosa cell tumor	A granulosa-stromal cell tumor that arises from the ovary. It is characterized by the presence of granulosa cells that comprise at least ten percent of the cellular population. The granulosa cells are often found in a background that contains theca and fibrous cells. There are two major subtypes recognized, adult and juvenile granulosa cell tumor. Clinically, patients may present with an abdominal mass. Symptoms depend on the patient's age. The most important indicator of prognosis is tumor stage. Age over forty years at the time of the initial diagnosis, large tumor size, bilaterality, cellular atypia, and increased mitotic activity are factors indicating a potentially aggressive clinical course and relative poor prognosis.	granulosa cell neoplasm of ovary; ovary granulosa cell tumour; granulosa cell tumour of ovary; granulosa cell tumor of ovary; granulosa cell tumor of the ovary; ovarian granulosa cell neoplasm; granulosa cell neoplasm of the ovary; ovarian granulosa cell tumor; ovary granulosa cell tumor; granulosa cell tumour of the ovary		MEDGEN:277970; MESH:C537296; NCIT:C6261; SCTID:254863004; UMLS:C1370419
MONDO:0011366	ovarian germ cell tumor	A neoplasm that arises from the ovary and originates from germ cells. Representative examples include teratoma, embryonal carcinoma, yolk sac tumor, and dysgerminoma.	ovary germ cell tumour; germ cell tumour of ovary; ovarian germ cell tumor; ovarian germ cell neoplasm; germ cell tumor of ovary; germ cell tumour of the ovary; germ cell neoplasm of the ovary; ovary germ cell tumor; germ cell neoplasm of ovary; germ cell tumor of the ovary	mondo:otar; mondo:rare; mondo:gard_rare	NCIT:C3873; OMIM:603737; ONCOTREE:OGCT; ICD9:239.5; MEDGEN:65958; SCTID:237059008; EFO:1000419; UMLS:C0238324; DOID:2156
MONDO:0002229	ovarian epithelial tumor	A benign, borderline, or malignant tumor that originates from the surface epithelium of the ovary. It is composed of epithelial cells and stroma. Representative examples of benign tumors include serous cystadenoma, mucinous cystadenoma, and benign Brenner tumor. Representative examples of borderline tumors include serous surface papillary tumor, mucinous adenofibroma, and borderline Brenner tumor. Representative examples of malignant tumors include serous adenocarcinoma, mucinous adenocarcinoma, endometrioid adenocarcinoma, and malignant Brenner tumor.	epithelial tumor of ovary; ovarian surface-epithelial stromal neoplasm; epithelial tumour of the ovary; epithelial neoplasm of the ovary; epithelial tumour of ovary; epithelial tumor of the ovary; epithelial neoplasm of ovary; ovary epithelial neoplasm; ovarian surface epithelial-stromal tumour; ovarian surface epithelial-stromal tumor; ovarian epithelial tumor	mondo:otar	NCIT:C4381; MEDGEN:90969; DOID:2152; ONCOTREE:OVT; UMLS:C0341823; ICD9:239.5; SCTID:237057005
MONDO:0003463	ovarian endometrioid adenofibroma	A benign neoplasm of the ovary characterized by the presence of glandular structures with endometrial-type well-differentiated cells in a fibrotic stroma.	ovarian endometrioid adenofibroma		UMLS:C2212024; ICDO:8381/0; ICDO:8380/0; DOID:5480; MEDGEN:389179; NCIT:C27287
MONDO:0003812	ovarian endometrial cancer	A benign, borderline, or malignant epithelial tumor of the ovary characterized by the presence of glands and/or cysts lined by neoplastic cells that resemble endometrial cells.	ovary female reproductive endometrioid cancer; ovary endometrioid tumor; malignant ovarian endometrioid tumor; endometrioid neoplasm of ovary; ovary endometrioid tumour; endometrioid tumor of ovary; malignant ovarian endometrioid tumour; endometrioid tumour of ovary; ovarian endometrioid neoplasm	mondo:otar; mondo:gard_rare; mondo:rare	MEDGEN:276545; NCIT:C40051; DOID:6212; UMLS:C1518231
MONDO:0003581	ovarian embryonal carcinoma	An embryonal carcinoma arising from the ovary. Signs and symptoms include the presence of an abdominal mass and abdominal pain.	embryonal carcinoma of the ovary; ovarian embryonal carcinoma; embryonal carcinoma of ovary; ovary embryonal carcinoma	mondo:otar; mondo:gard_rare; mondo:rare	EFO:1000415; ONCOTREE:OEC; MEDGEN:91090; DOID:5681; UMLS:C0346183; SCTID:254872007; NCIT:C8108
MONDO:0001889	ovarian dysfunction	The inability of the ovaries to function.	ovarian hypofunction; ovarian failure; ovarian insufficiency	mondo:otar	SCTID:37102008; MEDGEN:509544; ICD9:256.39; ICD9:256.3; ICD9:256.9; ICD9:256.8; ICD10CM:E28; UMLS:C0154208; NCIT:C113351; EFO:0009003; DOID:1414
MONDO:0005558	ovarian disorder	A disease involving the ovary.	ovarian disorder; disease or disorder of ovary; ovarian disease; disorder of ovary; ovary disease; ovary disease or disorder; disease of ovary	mondo:otar	MEDGEN:892314; EFO:0005771; DOID:1100; SCTID:5552004; NCIT:C26841; MESH:D010049; UMLS:C4021818
MONDO:0003281	ovarian cystic teratoma	A teratoma that arises from the ovary and is characterized by the presence of cystic structures. Representative example is the dermoid cyst.	ovary cystic teratoma	mondo:gard_rare; mondo:rare; mondo:nord_rare	DOID:5118; UMLS:C1335155; NCIT:C7283; MEDGEN:235415
MONDO:0005183	ovarian cystadenoma	A benign ovarian surface epithelial-stromal tumor characterized by the presence of cystic structures lined by serous epithelial cells, mucinous columnar epithelial cells, or endometrial-type well-differentiated cells.	simple ovarian cystoma; benign cystadenoma of ovary; benign ovarian cystadenoma; cystoma serosum simplex; benign cystadenoma of the ovary; simple cystoma of ovary; simple cystoma of the ovary; ovarian cystadenoma; cystadenoma of the ovary; ovary cystadenoma; cystadenoma of ovary	mondo:otar	MEDGEN:138041; SCTID:198297004; EFO:0002511; ICD9:620.2; DOID:3269; UMLS:C0346169; NCIT:C4060
MONDO:0002702	ovarian cystadenocarcinoma	An adenocarcinoma that arises from the ovary and is characterized by the presence of cystic structures. It includes the serous cystadenocarcinoma, mucinous cystadenocarcinoma, and clear cell cystadenocarcinoma.	cystadenocarcinoma of ovary; cystadenocarcinoma of the ovary; ovary cystadenocarcinoma; ovarian cystadenocarcinoma	mondo:gard_rare; mondo:otar; mondo:rare	NCIT:C5228; DOID:3605; SCTID:314191009; EFO:1001962; UMLS:C1096638; MEDGEN:242756
MONDO:0003282	ovarian cyst		ovarian cyst (disease); ovarian cyst		DOID:5119; UMLS:C0029927; ICD9:620.2; HP:0000138; SCTID:79883001; MESH:D010048; MEDGEN:14540
MONDO:0021144	ovarian clear cell tumor	A benign, borderline, or malignant epithelial tumor of the ovary that is characterized by a predominance of clear and hobnail cells.	ovarian clear cell tumor; ovarian clear cell neoplasm	mondo:otar	NCIT:C40076; MEDGEN:138040; ONCOTREE:CCOV; UMLS:C0346164
MONDO:0000548	ovarian clear cell cancer	An invasive malignant neoplasm that arises from the ovary and is characterized by a predominance of clear and hobnail malignant epithelial cells.	malignant ovarian clear cell neoplasm; malignant ovarian clear cell tumor; clear-cell ovarian carcinoma; malignant ovarian clear cell tumour	mondo:rare; mondo:otar; mondo:gard_rare	MEDGEN:276544; UMLS:C1518230; NCIT:C40077; DOID:0050934
MONDO:0003695	ovarian clear cell adenofibroma	An uncommon benign neoplasm of glandular epithelium characterized by the presence of clear or hobnail cells within a dense fibrous stroma.	clear cell adenofibroma of ovary; ovary clear cell adenofibroma; ovarian clear cell adenofibroma		DOID:5897; UMLS:C1518694; NCIT:C40085; MEDGEN:309502
MONDO:0005140	ovarian carcinoma	A malignant neoplasm originating from the surface ovarian epithelium. It accounts for the greatest number of deaths from malignancies of the female genital tract and is the fifth leading cause of cancer fatalities in women. It is predominantly a disease of older white women of northern European extraction, but it is seen in all ages and ethnic groups. Adenocarcinomas constitute the vast majority of ovarian carcinomas. The pattern of metastatic spread in ovarian carcinoma is similar regardless of the microscopic type. The most common sites of involvement are the contralateral ovary, peritoneal cavity, para-aortic and pelvic lymph nodes, and liver. Lung and pleura are the most common sites of extra-abdominal spread. The primary form of therapy is surgical. The overall prognosis of ovarian carcinoma remains poor, a direct result of its rapid growth rate and the lack of early symptoms. --2002	ovarian carcinoma; carcinoma of the ovary; carcinoma of ovary; epithelial ovarian cancer; ovary carcinoma	mondo:gard_rare; mondo:rare; mondo:otar	NCIT:C4908; DOID:4001; EFO:0001075; UMLS:C4721610; MEDGEN:1648335
MONDO:0003821	ovarian biphasic or triphasic teratoma	A germ cell tumor that arises from the ovary and is composed of tissues that originate from two or three of the following germ layers, endoderm, ectoderm, or mesoderm.	ovarian biphasic or triphasic teratoma	mondo:gard_rare; mondo:rare	MEDGEN:274086; NCIT:C39992; DOID:6232; UMLS:C1518691
MONDO:0000646	ovarian benign neoplasm	A non-metastasizing neoplasm that arises from the ovary. Representative examples include serous cystadenoma, mucinous cystadenoma, clear cell adenofibroma, benign Brenner tumor, thecoma, and fibroma.	benign neoplasm of ovary; benign ovarian tumor; benign tumour of ovary; benign neoplasm of the ovary; benign ovarian tumour; benign tumour of the ovary; benign tumor of the ovary; ovary benign neoplasm; benign ovarian neoplasm; benign tumor of ovary	mondo:otar	NCIT:C2895; MEDGEN:14058; EFO:1000116; SCTID:92260003; UMLS:C0004997; DOID:0060112
MONDO:0005179	ovarian adenoma benign	A benign adenoma of ovary		mondo:obsoletion_candidate	
MONDO:0036595	ovarian Sertoli-Leydig cell tumor	A benign or malignant sex cord-stromal tumor arising from the ovary. It is characterized by the presence of neoplastic Leydig cells. Signs and symptoms include hirsutism, menorrhagia and metrorrhagia. It may be associated with trisomy 8.	Sertoli-Leydig cell tumour of the ovary; Sertoli-Leydig cell tumor of the ovary; ovarian Sertoli-Leydig cell neoplasm; androblastoma; Sertoli-Leydig neoplasm of the ovary; arrhenoblastoma; Sertoli-Leydig cell tumor of ovary; Sertoli-Leydig cell tumour of ovary; Sertoli-Leydig neoplasm of ovary; ovarian Sertoli-Leydig cell tumor		UMLS:C0003810; NCIT:C2880; SCTID:254866007; MEDGEN:2038
MONDO:0002370	ovarian Brenner tumor	A benign, borderline, or malignant transitional cell neoplasm arising from the ovary. It constitutes between 1% and 2% of all ovarian neoplasms. The average age at presentation is about 50 years. Grossly it is usually unilateral, firm and white or yellowish. Microscopically it consists of solid and cystic nests of epithelial cells resembling transitional epithelium surrounded by an abundant stromal component of dense, fibroblastic nature.	Brenner neoplasm of ovary; Brenner tumour of ovary; Brenner tumour of the ovary; ovarian Brenner neoplasm; ovary Brenner tumor; Brenner tumor of the ovary; ovary Brenner tumour; Brenner tumor of ovary; Brenner neoplasm of the ovary; ovarian Brenner tumor		NCIT:C3872; UMLS:C5234884; DOID:2636; MEDGEN:1716777; SCTID:254859006
MONDO:0005349	otosclerosis	Formation of spongy bone in the labyrinth capsule which can progress toward the stapes (stapedial fixation) or anteriorly toward the cochlea leading to conductive, sensorineural, or mixed hearing loss. Several genes are associated with familial otosclerosis with varied clinical signs.	otosclerosis (disease); otosclerosis	mondo:inferred_rare; mondo:rare; mondo:otar	Orphanet:2794; MESH:D010040; HP:0000362; ICD9:387.9; ICD9:387.8; EFO:0004213; UMLS:C0029899; MEDGEN:10508; OMIMPS:166800; DOID:12185; NCIT:C185242; SCTID:11543004; ICD9:387
